"codigo_produto";"descricaoproduto";"codigo_marca";"codigo_grupo"
733000;SKU 733000;195;COP 
733100;SKU 733100;195;COP 
733200;SKU 733200;195;FXA 
733600;SKU 733600;195;FXA 
733700;SKU 733700;195;FXA 
733800;SKU 733800;195;COLE
733900;SKU 733900;195;OTP 
734000;SKU 734000;195;OTP 
734100;SKU 734100;195;OTE 
745300;SKU 745300;14;"67  "
745400;SKU 745400;14;"67  "
424600;SKU 424600;1;"60  "
745501;SKU 745501;14;"67  "
745600;SKU 745600;14;"67  "
745700;SKU 745700;76;"30  "
789900;SKU 789900;1;"50  "
790000;SKU 790000;1;"150 "
790200;SKU 790200;1;"150 "
790400;SKU 790400;1;FXA 
2822001;SKU 2822001;978;SERV
795100;SKU 795100;1;"500 "
2822002;SKU 2822002;978;SERV
820200;SKU 820200;1;MEX 
827800;SKU 827800;1;"52  "
2822003;SKU 2822003;978;SERV
827900;SKU 827900;1;"80  "
2822004;SKU 2822004;978;SERV
828000;SKU 828000;1;HBE 
828100;SKU 828100;1;"500 "
828200;SKU 828200;1;"150 "
2822005;SKU 2822005;978;SERV
2822006;SKU 2822006;978;SERV
828300;SKU 828300;1;OSP 
828400;SKU 828400;799;DJA 
828600;SKU 828600;803;"70  "
828700;SKU 828700;1;"500 "
829000;SKU 829000;1;OPM 
829100;SKU 829100;1;"160 "
829200;SKU 829200;1;"160 "
829400;SKU 829400;166;"42  "
845500;SKU 845500;324;DAG 
852100;SKU 852100;195;CER 
862100;SKU 862100;1;"150 "
862200;SKU 862200;1;"333 "
862300;SKU 862300;177;"20  "
862400;SKU 862400;1;"160 "
862500;SKU 862500;1;"60  "
862600;SKU 862600;1;"80  "
869300;SKU 869300;26;CRPE
869500;SKU 869500;1;"90  "
869700;SKU 869700;22;"17  "
869800;SKU 869800;1;"60  "
869900;SKU 869900;218;"49  "
871409;SKU 871409;218;MBBC
881100;SKU 881100;49;OM  
881200;SKU 881200;49;OM  
890400;SKU 890400;1;FFEM
886300;SKU 886300;110;"160 "
886400;SKU 886400;777;OTD 
886500;SKU 886500;777;OTD 
886600;SKU 886600;110;OTD 
886800;SKU 886800;1;OTPO
2822007;SKU 2822007;978;SERV
886900;SKU 886900;1;"160 "
2822008;SKU 2822008;978;SERV
2822009;SKU 2822009;978;SERV
2822010;SKU 2822010;978;SERV
2822011;SKU 2822011;978;SERV
887100;SKU 887100;1;DCT 
2822012;SKU 2822012;978;SERV
887300;SKU 887300;1;"160 "
2822013;SKU 2822013;978;SERV
2822014;SKU 2822014;978;SERV
2822015;SKU 2822015;978;SERV
887400;SKU 887400;1;TO  
2822016;SKU 2822016;978;SERV
2822017;SKU 2822017;978;SERV
887500;SKU 887500;195;OTFU
2822018;SKU 2822018;978;SERV
887800;SKU 887800;195;OTC 
888900;SKU 888900;95;"26  "
2822019;SKU 2822019;978;SERV
889400;SKU 889400;195;"0   "
894000;SKU 894000;49;OJS 
894100;SKU 894100;1;"60  "
894200;SKU 894200;195;OI8 
894300;SKU 894300;42;DEQ 
894500;SKU 894500;220;CSA 
894600;SKU 894600;220;CSA 
894700;SKU 894700;220;CSA 
894800;SKU 894800;28;"42  "
895000;SKU 895000;1;"80  "
2818702;SKU 2818702;974;"028 "
2822020;SKU 2822020;978;SERV
2822023;SKU 2822023;978;SERV
443700;SKU 443700;1;HBE 
2819700;SKU 2819700;699;MBM 
2819800;SKU 2819800;699;MBM 
2819900;SKU 2819900;699;MBM 
895100;SKU 895100;129;EQC 
2820000;SKU 2820000;699;MBM 
895200;SKU 895200;1;"500 "
895300;SKU 895300;1;"4   "
895400;SKU 895400;195;OTP 
895500;SKU 895500;195;CER 
897200;SKU 897200;1;"80  "
897400;SKU 897400;68;FFCE
897600;SKU 897600;1;"60  "
897700;SKU 897700;50;COLE
897800;SKU 897800;50;COLE
897900;SKU 897900;50;COLE
898000;SKU 898000;391;"60  "
898100;SKU 898100;68;FFHT
898200;SKU 898200;830;PL  
898300;SKU 898300;1;"130 "
898400;SKU 898400;1;"500 "
898500;SKU 898500;1;"80  "
2816507;SKU 2816507;973;SERV
898600;SKU 898600;1;"80  "
2816508;SKU 2816508;973;SERV
2820100;SKU 2820100;699;MBM 
2816509;SKU 2816509;973;SERV
2820800;SKU 2820800;290;FR  
2816510;SKU 2816510;973;SERV
898700;SKU 898700;1;"150 "
2816511;SKU 2816511;973;SERV
2827200;SKU 2827200;109;MSH 
2816512;SKU 2816512;973;SERV
2816513;SKU 2816513;973;SERV
2690717;SKU 2690717;903;SERV
2827400;SKU 2827400;305;"190 "
2816514;SKU 2816514;973;SERV
2816515;SKU 2816515;973;SERV
2816516;SKU 2816516;973;SERV
2816517;SKU 2816517;973;SERV
2816518;SKU 2816518;973;SERV
2816519;SKU 2816519;973;SERV
2816520;SKU 2816520;973;SERV
2816521;SKU 2816521;973;SERV
2816522;SKU 2816522;973;SERV
2816523;SKU 2816523;973;SERV
451400;SKU 451400;1;"130 "
451900;SKU 451900;1;"150 "
2745901;SKU 2745901;934;SERV
2745902;SKU 2745902;934;SERV
2745903;SKU 2745903;934;SERV
2745904;SKU 2745904;934;SERV
2745905;SKU 2745905;934;SERV
2745906;SKU 2745906;934;SERV
2745907;SKU 2745907;934;SERV
2745908;SKU 2745908;934;SERV
2745909;SKU 2745909;934;SERV
2745910;SKU 2745910;934;SERV
2745911;SKU 2745911;934;SERV
2745912;SKU 2745912;934;SERV
2745913;SKU 2745913;934;SERV
2745914;SKU 2745914;934;SERV
2745915;SKU 2745915;934;SERV
2698915;SKU 2698915;911;SERV
2698916;SKU 2698916;911;SERV
2745916;SKU 2745916;934;SERV
2745917;SKU 2745917;934;SERV
2745918;SKU 2745918;934;SERV
2745919;SKU 2745919;934;SERV
2745920;SKU 2745920;934;SERV
2745923;SKU 2745923;934;SERV
2816524;SKU 2816524;973;SERV
2816525;SKU 2816525;973;SERV
2816526;SKU 2816526;973;SERV
2816529;SKU 2816529;973;SERV
452000;SKU 452000;1;"150 "
454900;SKU 454900;1;"500 "
456100;SKU 456100;1;"60  "
898900;SKU 898900;499;"72  "
903700;SKU 903700;1;"48  "
903800;SKU 903800;1;"34  "
903900;SKU 903900;118;"14  "
904000;SKU 904000;1;"150 "
904100;SKU 904100;1;"150 "
904200;SKU 904200;1;EA  
904300;SKU 904300;1;FFT 
904400;SKU 904400;1;"150 "
904500;SKU 904500;1;"150 "
904600;SKU 904600;1;"150 "
904700;SKU 904700;1;"150 "
904800;SKU 904800;1;"80  "
904900;SKU 904900;1;"80  "
905100;SKU 905100;1;"4   "
905200;SKU 905200;1;"80  "
905300;SKU 905300;1;"60  "
905400;SKU 905400;63;DLD 
905500;SKU 905500;14;"60  "
462500;SKU 462500;97;INOX
469500;SKU 469500;1;"150 "
905600;SKU 905600;1;"60  "
905700;SKU 905700;11;"30  "
905800;SKU 905800;36;"90  "
905900;SKU 905900;1;"60  "
906000;SKU 906000;68;FFEM
906100;SKU 906100;68;FFEM
906300;SKU 906300;1;FFT 
912800;SKU 912800;1;"150 "
1106500;SKU 1106500;1;"500 "
942800;SKU 942800;50;"160 "
1122600;SKU 1122600;1;"50  "
950900;SKU 950900;44;SPG 
951000;SKU 951000;44;"30  "
951100;SKU 951100;50;CHC 
951200;SKU 951200;50;CHC 
951300;SKU 951300;50;"35  "
951400;SKU 951400;1;"27  "
953200;SKU 953200;4;"80  "
2822301;SKU 2822301;978;SERV
953400;SKU 953400;1;DIB 
953500;SKU 953500;1;"150 "
1168000;SKU 1168000;105;"500 "
2746007;SKU 2746007;934;SERV
2746008;SKU 2746008;934;SERV
2746009;SKU 2746009;934;SERV
954800;SKU 954800;151;"27  "
2827411;SKU 2827411;979;SERV
2822302;SKU 2822302;978;SERV
2827412;SKU 2827412;979;SERV
2827413;SKU 2827413;979;SERV
2827414;SKU 2827414;979;SERV
2827415;SKU 2827415;979;SERV
2827416;SKU 2827416;979;SERV
2827417;SKU 2827417;979;SERV
2827418;SKU 2827418;979;SERV
2827419;SKU 2827419;979;SERV
2827420;SKU 2827420;979;SERV
2827423;SKU 2827423;979;SERV
2746010;SKU 2746010;934;SERV
2746011;SKU 2746011;934;SERV
2746012;SKU 2746012;934;SERV
2746013;SKU 2746013;934;SERV
2746014;SKU 2746014;934;SERV
2746015;SKU 2746015;934;SERV
2746016;SKU 2746016;934;SERV
2746017;SKU 2746017;934;SERV
2746018;SKU 2746018;934;SERV
2746019;SKU 2746019;934;SERV
2746020;SKU 2746020;934;SERV
2746023;SKU 2746023;934;SERV
126600;SKU 126600;1;"90  "
479600;SKU 479600;72;"150 "
954900;SKU 954900;52;EA  
2690718;SKU 2690718;903;SERV
955000;SKU 955000;26;"30  "
955400;SKU 955400;1;"4   "
955500;SKU 955500;1;"160 "
955600;SKU 955600;72;"150 "
955700;SKU 955700;24;"50  "
955800;SKU 955800;50;ORC 
955900;SKU 955900;1;"110 "
956000;SKU 956000;1;"500 "
956100;SKU 956100;50;"31  "
956200;SKU 956200;1;"60  "
956300;SKU 956300;522;"48  "
956400;SKU 956400;1;MCP 
960300;SKU 960300;50;OTS 
2746001;SKU 2746001;934;SERV
2746002;SKU 2746002;934;SERV
2746003;SKU 2746003;934;SERV
2746004;SKU 2746004;934;SERV
2746005;SKU 2746005;934;SERV
2746006;SKU 2746006;934;SERV
1193900;SKU 1193900;49;FFTC
2272126;SKU 2272126;186;CSF 
2272131;SKU 2272131;186;CSF 
2746201;SKU 2746201;934;SERV
2746202;SKU 2746202;934;SERV
2746203;SKU 2746203;934;SERV
2746204;SKU 2746204;934;SERV
2746205;SKU 2746205;934;SERV
2272134;SKU 2272134;186;CSF 
955200;SKU 955200;625;"27  "
2746206;SKU 2746206;934;SERV
2746207;SKU 2746207;934;SERV
2746208;SKU 2746208;934;SERV
2746209;SKU 2746209;934;SERV
2746210;SKU 2746210;934;SERV
2746211;SKU 2746211;934;SERV
2746212;SKU 2746212;934;SERV
2746213;SKU 2746213;934;SERV
2746214;SKU 2746214;934;SERV
2746215;SKU 2746215;934;SERV
2746216;SKU 2746216;934;SERV
2746217;SKU 2746217;934;SERV
2746218;SKU 2746218;934;SERV
2746219;SKU 2746219;934;SERV
2746220;SKU 2746220;934;SERV
2746223;SKU 2746223;934;SERV
2771902;SKU 2771902;949;OCP 
508000;SKU 508000;2;"130 "
960400;SKU 960400;50;JOA 
960500;SKU 960500;50;OJS 
2772000;SKU 2772000;949;OJP 
964400;SKU 964400;1;DCP 
2772001;SKU 2772001;949;OJP 
2772002;SKU 2772002;949;OJP 
2772003;SKU 2772003;949;OJP 
971800;SKU 971800;1;"60  "
2772005;SKU 2772005;949;OJP 
2822323;SKU 2822323;978;SERV
972500;SKU 972500;1;"34  "
1005500;SKU 1005500;144;MCPC
1005600;SKU 1005600;144;MCSC
1039800;SKU 1039800;1;MUS 
1044900;SKU 1044900;165;ALE 
1045000;SKU 1045000;165;ALE 
1045100;SKU 1045100;1;"80  "
1054000;SKU 1054000;7;"44  "
1054100;SKU 1054100;21;"500 "
1054600;SKU 1054600;370;DDI 
1054700;SKU 1054700;72;"500 "
2772006;SKU 2772006;949;OJP 
2602500;SKU 2602500;49;"100 "
1055000;SKU 1055000;50;IMO 
1055300;SKU 1055300;347;DET 
1055400;SKU 1055400;347;DLT 
2822303;SKU 2822303;978;SERV
520100;SKU 520100;2;"130 "
1059100;SKU 1059100;1;"49  "
2690719;SKU 2690719;903;SERV
1059200;SKU 1059200;1;"4   "
1065500;SKU 1065500;1;FBEP
1066300;SKU 1066300;1;"60  "
2776400;SKU 2776400;49;COP 
1066400;SKU 1066400;305;"190 "
2822304;SKU 2822304;978;SERV
1066500;SKU 1066500;1;"60  "
1066600;SKU 1066600;1;"60  "
1066700;SKU 1066700;305;"190 "
2776501;SKU 2776501;49;COP 
2822305;SKU 2822305;978;SERV
1066800;SKU 1066800;314;"190 "
1066900;SKU 1066900;1;"190 "
2822306;SKU 2822306;978;SERV
1067000;SKU 1067000;305;"190 "
2822307;SKU 2822307;978;SERV
2822308;SKU 2822308;978;SERV
1067300;SKU 1067300;1;"70  "
1067400;SKU 1067400;305;"190 "
2822309;SKU 2822309;978;SERV
1067500;SKU 1067500;305;"190 "
2822310;SKU 2822310;978;SERV
1067600;SKU 1067600;305;"190 "
1067700;SKU 1067700;305;"190 "
2822311;SKU 2822311;978;SERV
2817001;SKU 2817001;973;SERV
2822312;SKU 2822312;978;SERV
1067800;SKU 1067800;305;"190 "
2822313;SKU 2822313;978;SERV
1067900;SKU 1067900;305;"190 "
2817002;SKU 2817002;973;SERV
2817003;SKU 2817003;973;SERV
2817004;SKU 2817004;973;SERV
2816806;SKU 2816806;283;"18  "
2822314;SKU 2822314;978;SERV
2822315;SKU 2822315;978;SERV
2822316;SKU 2822316;978;SERV
2822317;SKU 2822317;978;SERV
2822318;SKU 2822318;978;SERV
2817005;SKU 2817005;973;SERV
2817006;SKU 2817006;973;SERV
2817007;SKU 2817007;973;SERV
2817008;SKU 2817008;973;SERV
2822319;SKU 2822319;978;SERV
2822320;SKU 2822320;978;SERV
2817009;SKU 2817009;973;SERV
525000;SKU 525000;48;"44  "
2817010;SKU 2817010;973;SERV
2817011;SKU 2817011;973;SERV
2817012;SKU 2817012;973;SERV
2817013;SKU 2817013;973;SERV
540200;SKU 540200;1;"80  "
1068000;SKU 1068000;305;"190 "
1068100;SKU 1068100;1;"190 "
1068200;SKU 1068200;1;"190 "
1068300;SKU 1068300;1;"190 "
1068400;SKU 1068400;314;"190 "
1068500;SKU 1068500;305;"190 "
1068600;SKU 1068600;1;"190 "
1068700;SKU 1068700;305;"190 "
1068800;SKU 1068800;1;"190 "
1068900;SKU 1068900;1;"190 "
2817014;SKU 2817014;973;SERV
1069000;SKU 1069000;305;"190 "
1069100;SKU 1069100;305;"190 "
1069200;SKU 1069200;110;OTC 
1069400;SKU 1069400;97;INOX
1069500;SKU 1069500;97;"130 "
1069600;SKU 1069600;1;"500 "
1069700;SKU 1069700;128;UVLL
1069800;SKU 1069800;1;"70  "
2777000;SKU 2777000;165;"29  "
1069900;SKU 1069900;766;"70  "
2824200;SKU 2824200;81;OJM 
2817015;SKU 2817015;973;SERV
2817016;SKU 2817016;973;SERV
2817017;SKU 2817017;973;SERV
2817018;SKU 2817018;973;SERV
2817019;SKU 2817019;973;SERV
2817020;SKU 2817020;973;SERV
2817023;SKU 2817023;973;SERV
531100;SKU 531100;1;"500 "
551200;SKU 551200;1;"500 "
553000;SKU 553000;154;"80  "
553900;SKU 553900;1;"70  "
1070000;SKU 1070000;1;"70  "
1070100;SKU 1070100;1;"60  "
1070200;SKU 1070200;36;LUP 
1070300;SKU 1070300;1;"190 "
1070400;SKU 1070400;305;"190 "
1070500;SKU 1070500;1;"500 "
1070700;SKU 1070700;1;"70  "
1070800;SKU 1070800;1;"190 "
1070900;SKU 1070900;638;MCT 
1071100;SKU 1071100;120;"53  "
1071200;SKU 1071200;1;"160 "
2690720;SKU 2690720;903;SERV
1071300;SKU 1071300;1;"500 "
1071400;SKU 1071400;1;"160 "
1071500;SKU 1071500;1;"500 "
1071600;SKU 1071600;1;"160 "
1071700;SKU 1071700;588;SCU 
1071800;SKU 1071800;1;"160 "
1071900;SKU 1071900;1;"500 "
1072000;SKU 1072000;1;"500 "
1072100;SKU 1072100;1;"160 "
1072200;SKU 1072200;1;"500 "
1072300;SKU 1072300;1;"500 "
1072400;SKU 1072400;128;UVR 
1072500;SKU 1072500;1;"500 "
1072600;SKU 1072600;1;"500 "
1072700;SKU 1072700;1;"70  "
1072800;SKU 1072800;1;DUL 
2827401;SKU 2827401;979;SERV
2827402;SKU 2827402;979;SERV
2827403;SKU 2827403;979;SERV
2827404;SKU 2827404;979;SERV
2827405;SKU 2827405;979;SERV
2823519;SKU 2823519;979;SERV
559100;SKU 559100;1;"90  "
562900;SKU 562900;64;MEX 
563500;SKU 563500;1;"150 "
563900;SKU 563900;1;"80  "
565000;SKU 565000;110;"160 "
565300;SKU 565300;110;OTD 
1072900;SKU 1072900;305;"190 "
1073000;SKU 1073000;296;DCT 
1073100;SKU 1073100;110;"80  "
1073200;SKU 1073200;130;TDF 
1073300;SKU 1073300;1;"70  "
1073600;SKU 1073600;1;"500 "
1073800;SKU 1073800;128;"41  "
1073900;SKU 1073900;833;"37  "
1074000;SKU 1074000;118;REP 
1074100;SKU 1074100;50;OJS 
1074300;SKU 1074300;11;"10  "
1074400;SKU 1074400;1;"27  "
1074500;SKU 1074500;628;MCE 
1074600;SKU 1074600;628;MCE 
1074700;SKU 1074700;628;MCE 
1074900;SKU 1074900;631;MCE 
1075200;SKU 1075200;631;MCE 
2827406;SKU 2827406;979;SERV
1075300;SKU 1075300;631;MCE 
1075400;SKU 1075400;631;MCE 
1075500;SKU 1075500;631;MCE 
1075600;SKU 1075600;631;MCE 
1075700;SKU 1075700;631;MCE 
1075800;SKU 1075800;632;MCE 
1075900;SKU 1075900;632;MCE 
2827407;SKU 2827407;979;SERV
1076000;SKU 1076000;632;MCE 
2827408;SKU 2827408;979;SERV
2827409;SKU 2827409;979;SERV
2827410;SKU 2827410;979;SERV
1076100;SKU 1076100;632;MCE 
2817109;SKU 2817109;973;SERV
2817110;SKU 2817110;973;SERV
2817112;SKU 2817112;973;SERV
572200;SKU 572200;1;DTLS
573100;SKU 573100;1;"60  "
576700;SKU 576700;1;"72  "
581100;SKU 581100;1;"30  "
1076200;SKU 1076200;632;MCE 
1076300;SKU 1076300;632;MCE 
1076400;SKU 1076400;632;MCE 
1076500;SKU 1076500;632;MCE 
1076600;SKU 1076600;632;MCE 
1076700;SKU 1076700;625;"27  "
1076800;SKU 1076800;625;"27  "
1076900;SKU 1076900;625;"27  "
1077000;SKU 1077000;625;"27  "
1077100;SKU 1077100;625;"27  "
1077200;SKU 1077200;625;"27  "
1077300;SKU 1077300;625;"27  "
1077400;SKU 1077400;625;"27  "
1077500;SKU 1077500;625;"27  "
1077600;SKU 1077600;625;"27  "
1077900;SKU 1077900;635;"027 "
1078000;SKU 1078000;1;"60  "
1078100;SKU 1078100;151;"27  "
1078300;SKU 1078300;1;"160 "
1078400;SKU 1078400;1;"160 "
1078500;SKU 1078500;1;"160 "
1078600;SKU 1078600;1;"500 "
1078700;SKU 1078700;1;"160 "
1078800;SKU 1078800;1;"160 "
2817101;SKU 2817101;973;SERV
1078900;SKU 1078900;1;"500 "
1079000;SKU 1079000;1;"500 "
2766523;SKU 2766523;946;SERV
1079100;SKU 1079100;1;SO  
593900;SKU 593900;36;EMT 
648800;SKU 648800;389;"74  "
1089600;SKU 1089600;145;MCES
2817102;SKU 2817102;973;SERV
595100;SKU 595100;1;"500 "
595300;SKU 595300;1;"80  "
595500;SKU 595500;1;"80  "
1079200;SKU 1079200;1;"160 "
1079300;SKU 1079300;1;"500 "
1079400;SKU 1079400;1;"500 "
1079500;SKU 1079500;1;"500 "
1079600;SKU 1079600;1;SP  
1079700;SKU 1079700;110;OTI 
1079800;SKU 1079800;110;OTE 
1079900;SKU 1079900;110;OTE 
1080000;SKU 1080000;110;OTE 
1080400;SKU 1080400;1;"190 "
1080500;SKU 1080500;1;"190 "
1080600;SKU 1080600;1;"500 "
1080700;SKU 1080700;1;"41  "
1080800;SKU 1080800;638;MCT 
1080900;SKU 1080900;638;MCT 
1081000;SKU 1081000;1;"140 "
1081100;SKU 1081100;1;"500 "
1081200;SKU 1081200;1;"500 "
1081300;SKU 1081300;1;"500 "
1081600;SKU 1081600;636;"27  "
1081700;SKU 1081700;151;MCT 
2817116;SKU 2817116;973;SERV
1081800;SKU 1081800;633;"27  "
1081900;SKU 1081900;243;OBCT
2817117;SKU 2817117;973;SERV
1082000;SKU 1082000;243;OBCT
2817118;SKU 2817118;973;SERV
1082100;SKU 1082100;243;OBCT
2817119;SKU 2817119;973;SERV
1082200;SKU 1082200;243;OBCT
2817120;SKU 2817120;973;SERV
2817123;SKU 2817123;973;SERV
1081400;SKU 1081400;120;OPFP
1081500;SKU 1081500;120;OPFP
1309300;SKU 1309300;36;ERM 
2227100;SKU 2227100;921;DLS 
1082300;SKU 1082300;243;OBCT
1358900;SKU 1358900;1;PC  
1082400;SKU 1082400;243;OBCT
1082500;SKU 1082500;243;OBCT
1082600;SKU 1082600;243;OBCT
1082700;SKU 1082700;243;OBCT
1082800;SKU 1082800;302;"140 "
1082900;SKU 1082900;243;OBCT
1083000;SKU 1083000;1;"190 "
1083100;SKU 1083100;1;"50  "
1083200;SKU 1083200;94;"25  "
1083300;SKU 1083300;94;"100 "
1083400;SKU 1083400;94;FFFM
1083500;SKU 1083500;94;FFFM
1083600;SKU 1083600;94;"100 "
1083700;SKU 1083700;94;"100 "
1083800;SKU 1083800;94;"100 "
2779601;SKU 2779601;957;SERV
2779602;SKU 2779602;957;SERV
1084000;SKU 1084000;625;"27  "
1084100;SKU 1084100;626;"027 "
1084200;SKU 1084200;633;"27  "
1084300;SKU 1084300;1;"500 "
2779603;SKU 2779603;957;SERV
2779604;SKU 2779604;957;SERV
2779605;SKU 2779605;957;SERV
2779606;SKU 2779606;957;SERV
1084400;SKU 1084400;110;CSA 
2779607;SKU 2779607;957;SERV
2779608;SKU 2779608;957;SERV
2272129;SKU 2272129;186;CSF 
2272130;SKU 2272130;186;CSF 
2272132;SKU 2272132;186;CSF 
2272133;SKU 2272133;186;CSF 
2779609;SKU 2779609;957;SERV
2779610;SKU 2779610;957;SERV
2779611;SKU 2779611;957;SERV
2779612;SKU 2779612;957;SERV
2779613;SKU 2779613;957;SERV
2779614;SKU 2779614;957;SERV
2779615;SKU 2779615;957;SERV
2779616;SKU 2779616;957;SERV
2779617;SKU 2779617;957;SERV
2779618;SKU 2779618;957;SERV
1085100;SKU 1085100;104;"64  "
1085502;SKU 1085502;636;"27  "
1085503;SKU 1085503;636;"27  "
1085504;SKU 1085504;636;"27  "
2779711;SKU 2779711;958;SERV
2779712;SKU 2779712;958;SERV
2272135;SKU 2272135;186;CSF 
2272136;SKU 2272136;186;CSF 
2389703;SKU 2389703;194;"3333"
2779713;SKU 2779713;958;SERV
1085506;SKU 1085506;636;"27  "
1085507;SKU 1085507;636;"27  "
2410316;SKU 2410316;186;CSF 
2779714;SKU 2779714;958;SERV
2410317;SKU 2410317;186;CSF 
2410318;SKU 2410318;186;CSF 
2779715;SKU 2779715;958;SERV
2779716;SKU 2779716;958;SERV
2779717;SKU 2779717;958;SERV
2779718;SKU 2779718;958;SERV
2779719;SKU 2779719;958;SERV
2410319;SKU 2410319;186;CSF 
2779720;SKU 2779720;958;SERV
2779723;SKU 2779723;958;SERV
2690721;SKU 2690721;903;SERV
2746508;SKU 2746508;935;SERV
2746509;SKU 2746509;935;SERV
2746510;SKU 2746510;935;SERV
2746511;SKU 2746511;935;SERV
2746512;SKU 2746512;935;SERV
2746513;SKU 2746513;935;SERV
2746514;SKU 2746514;935;SERV
2746515;SKU 2746515;935;SERV
2746516;SKU 2746516;935;SERV
2746517;SKU 2746517;935;SERV
2746518;SKU 2746518;935;SERV
1085300;SKU 1085300;636;"27  "
2766503;SKU 2766503;946;SERV
2766504;SKU 2766504;946;SERV
2766505;SKU 2766505;946;SERV
2766506;SKU 2766506;946;SERV
2766507;SKU 2766507;946;SERV
2766508;SKU 2766508;946;SERV
2766509;SKU 2766509;946;SERV
2823501;SKU 2823501;979;SERV
2823502;SKU 2823502;979;SERV
2823503;SKU 2823503;979;SERV
2823504;SKU 2823504;979;SERV
2823505;SKU 2823505;979;SERV
2823506;SKU 2823506;979;SERV
2823507;SKU 2823507;979;SERV
2746519;SKU 2746519;935;SERV
2746520;SKU 2746520;935;SERV
2746521;SKU 2746521;935;SERV
2746522;SKU 2746522;935;SERV
2746523;SKU 2746523;935;SERV
2746524;SKU 2746524;935;SERV
2746525;SKU 2746525;935;SERV
2746526;SKU 2746526;935;SERV
2746527;SKU 2746527;935;SERV
2746530;SKU 2746530;935;SERV
2410320;SKU 2410320;186;CSF 
2823520;SKU 2823520;979;SERV
2823523;SKU 2823523;979;SERV
2823508;SKU 2823508;979;SERV
2823509;SKU 2823509;979;SERV
2823510;SKU 2823510;979;SERV
2823511;SKU 2823511;979;SERV
2823512;SKU 2823512;979;SERV
2823513;SKU 2823513;979;SERV
2823514;SKU 2823514;979;SERV
2823515;SKU 2823515;979;SERV
2410321;SKU 2410321;186;CSF 
1085514;SKU 1085514;636;"27  "
643500;SKU 643500;1;"30  "
1085601;SKU 1085601;636;"27  "
1085508;SKU 1085508;636;"27  "
1085509;SKU 1085509;636;"27  "
1085511;SKU 1085511;636;"27  "
1085512;SKU 1085512;636;"27  "
1085513;SKU 1085513;636;"27  "
1085515;SKU 1085515;636;"27  "
1085602;SKU 1085602;636;"27  "
1085603;SKU 1085603;636;"27  "
1085606;SKU 1085606;636;"27  "
1085607;SKU 1085607;636;"27  "
1085608;SKU 1085608;636;"27  "
1085610;SKU 1085610;636;"27  "
1085612;SKU 1085612;636;"27  "
2217000;SKU 2217000;337;UFGM
2823516;SKU 2823516;979;SERV
654600;SKU 654600;1;"80  "
655000;SKU 655000;1;"140 "
1085613;SKU 1085613;636;"27  "
1085614;SKU 1085614;636;"27  "
2823517;SKU 2823517;979;SERV
2823518;SKU 2823518;979;SERV
2606900;SKU 2606900;25;"52  "
2632500;SKU 2632500;118;ACT 
2827723;SKU 2827723;979;SERV
2817300;SKU 2817300;973;"19  "
2827500;SKU 2827500;49;MLA 
2827600;SKU 2827600;49;MLA 
2827701;SKU 2827701;979;SERV
2827702;SKU 2827702;979;SERV
1085615;SKU 1085615;636;"27  "
2827703;SKU 2827703;979;SERV
1086000;SKU 1086000;636;"27  "
2827704;SKU 2827704;979;SERV
2827705;SKU 2827705;979;SERV
2827706;SKU 2827706;979;SERV
2827707;SKU 2827707;979;SERV
2827708;SKU 2827708;979;SERV
1086100;SKU 1086100;636;"27  "
2766511;SKU 2766511;946;SERV
2827709;SKU 2827709;979;SERV
2766512;SKU 2766512;946;SERV
2766513;SKU 2766513;946;SERV
2766514;SKU 2766514;946;SERV
1086200;SKU 1086200;636;"27  "
1086300;SKU 1086300;625;"27  "
1086500;SKU 1086500;625;"27  "
1086600;SKU 1086600;626;"027 "
2766515;SKU 2766515;946;SERV
2766516;SKU 2766516;946;SERV
2766517;SKU 2766517;946;SERV
2827710;SKU 2827710;979;SERV
1086700;SKU 1086700;1;"190 "
2827711;SKU 2827711;979;SERV
1086800;SKU 1086800;305;"190 "
1086900;SKU 1086900;1;"160 "
1087000;SKU 1087000;94;"38  "
1087300;SKU 1087300;305;"190 "
1087400;SKU 1087400;110;OTPO
1087500;SKU 1087500;1;"10  "
1087600;SKU 1087600;1;"30  "
1087700;SKU 1087700;536;MM  
1087800;SKU 1087800;1;"120 "
1103300;SKU 1103300;1;"4   "
1087900;SKU 1087900;294;DRI 
1088000;SKU 1088000;12;DAV 
1088100;SKU 1088100;125;MBA 
1088200;SKU 1088200;125;MBB 
1088300;SKU 1088300;94;"23  "
1088400;SKU 1088400;94;"23  "
2766501;SKU 2766501;946;SERV
2766502;SKU 2766502;946;SERV
2766510;SKU 2766510;946;SERV
1088500;SKU 1088500;94;"500 "
2693110;SKU 2693110;905;SERV
2766518;SKU 2766518;946;SERV
1088600;SKU 1088600;94;"23  "
2766519;SKU 2766519;946;SERV
2766520;SKU 2766520;946;SERV
1088800;SKU 1088800;94;MBB 
1088900;SKU 1088900;94;ME  
1089000;SKU 1089000;94;"28  "
1089100;SKU 1089100;110;"500 "
1089200;SKU 1089200;110;OTC 
1089300;SKU 1089300;110;OTPO
1089500;SKU 1089500;1;"2   "
2823907;SKU 2823907;979;SERV
2823908;SKU 2823908;979;SERV
2823909;SKU 2823909;979;SERV
2823910;SKU 2823910;979;SERV
1089800;SKU 1089800;145;MCES
1089900;SKU 1089900;145;"49  "
